"munA","munB","cdA","cdB","vias","vdm","od","ibge","z_vias","z_vdm","z_od","z_ibge","n_fontes","peso_final"
"Campos Novos Paulista","Ribeirão do Sul","3509809","3543204",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"José Bonifácio","Nipoã","3525706","3532702",1,NA,NA,40,-1.40227979035003,NA,NA,-0.598810601851983,2,0.28176232351528
"Monte Aprazível","Nipoã","3531407","3532702",4,NA,NA,54,0.37643475369414,NA,NA,-0.318706273675791,2,0.473130825453531
"Marabá Paulista","Teodoro Sampaio","3528700","3554300",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Rafard","Porto Feliz","3542107","3540606",4,NA,NA,42,0.37643475369414,NA,NA,-0.55339675426276,2,0.451316198487022
"Itu","Porto Feliz","3523909","3540606",6,NA,NA,399,1.02959868968757,NA,NA,1.57318392920744,2,0.709695199561544
"Quintana","Borá","3542008","3507209",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Tabatinga","Itápolis","3552700","3522703",6,NA,NA,24,1.02959868968757,NA,NA,-1.07050869166405,2,0.463962316854979
"Borborema","Itápolis","3507407","3522703",7,NA,NA,100,1.28881142848927,NA,NA,0.26082536430018,2,0.611804636295533
"Matão","Itápolis","3529302","3522703",3,NA,NA,16,-0.0567341809303825,NA,NA,-1.43824193911302,2,0.328805961680549
"Taquaritinga","Itápolis","3553708","3522703",7,NA,NA,153,1.28881142848927,NA,NA,0.663046711782838,2,0.649191362128451
"Quadra","Pereiras","3541653","3537503",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Cesário Lange","Pereiras","3511607","3537503",7,NA,NA,56,1.28881142848927,NA,NA,-0.284648704787423,2,0.561102480386655
"Conchas","Pereiras","3512308","3537503",5,NA,NA,150,0.730359543590107,NA,NA,0.644288522070728,2,0.595539324655675
"Jacupiranga","Pariquera-Açu","3524600","3536208",7,NA,NA,104,1.28881142848927,NA,NA,0.297859555455346,2,0.615246987527827
"Iguape","Pariquera-Açu","3520301","3536208",2,NA,NA,225,-0.615186065829541,NA,NA,1.02879657721987,2,0.506210282869301
"Registro","Pariquera-Açu","3542602","3536208",4,NA,NA,505,0.37643475369414,NA,NA,1.79732767970083,2,0.669817504972573
"Leme","Pirassununga","3526704","3539301",5,NA,NA,481,0.730359543590107,NA,NA,1.75099416522083,2,0.698408306416969
"Santa Cruz da Conceição","Pirassununga","3546207","3539301",6,NA,NA,NA,1.02959868968757,NA,NA,NA,1,0.659168611542426
"Descalvado","Pirassununga","3513702","3539301",5,NA,NA,145,0.730359543590107,NA,NA,0.612180755929924,2,0.592554887709883
"Santo Anastácio","Ribeirão dos Índios","3547700","3543238",2,NA,NA,54,-0.615186065829541,NA,NA,-0.318706273675791,2,0.380959050032426
"Monte Alto","Vista Alegre do Alto","3531308","3556909",7,NA,NA,75,1.28881142848927,NA,NA,-0.0103408112303142,2,0.586599570668933
"Ribeirão Pires","Rio Grande da Serra","3543303","3544103",2,NA,12565.4166462879,NA,-0.615186065829541,NA,-0.162629333721858,NA,2,0.395466499225312
"Santo André","Rio Grande da Serra","3547809","3544103",2,NA,6563.5626398795,NA,-0.615186065829541,NA,-0.509225985419365,NA,2,0.363250123658172
"Borebi","Lençóis Paulista","3507456","3526803",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Macatuba","Lençóis Paulista","3528007","3526803",4,NA,NA,59,0.37643475369414,NA,NA,-0.235740007011645,2,0.480842591834322
"Areiópolis","Lençóis Paulista","3503604","3526803",3,NA,NA,200,-0.0567341809303825,NA,NA,0.917016447481012,2,0.547728701899029
"Juquiá","Miracatu","3526100","3529906",5,NA,NA,321,0.730359543590107,NA,NA,1.36635509195334,2,0.662655863969842
"Iguape","Miracatu","3520301","3529906",3,NA,NA,118,-0.0567341809303825,NA,NA,0.417203933789715,2,0.501270816124968
"Juquitiba","Miracatu","3526209","3529906",3,NA,NA,224,-0.0567341809303825,NA,NA,1.02456814209323,2,0.55772569918547
"Nova Castilho","Gastão Vidigal","3532868","3516804",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Nova Luzitânia","Gastão Vidigal","3533304","3516804",5,NA,NA,12,0.730359543590107,NA,NA,-1.69403448278066,2,0.378190738763043
"Nhandeara","Gastão Vidigal","3532603","3516804",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Ribeirão Bonito","São Carlos","3542909","3548906",3,NA,NA,215,-0.0567341809303825,NA,NA,0.98564393930152,2,0.554107670189381
"Ibaté","São Carlos","3519303","3548906",6,NA,NA,665,1.02959868968757,NA,NA,2.05930756735899,2,0.754880695791965
"Descalvado","São Carlos","3513702","3548906",8,NA,NA,121,1.5174532681106,NA,NA,0.440944012140375,2,0.649799179279637
"Coronel Macedo","Taguaí","3512605","3553005",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Fartura","Taguaí","3515400","3553005",4,NA,NA,43,0.37643475369414,NA,NA,-0.531476005902026,2,0.453353745758305
"Tejupá","Taguaí","3554201","3553005",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Taquarituba","Taguaí","3553807","3553005",3,NA,NA,43,-0.0567341809303825,NA,NA,-0.531476005902026,2,0.413090422343223
"Capela do Alto","Iperó","3510302","3521002",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Cotia","São Roque","3513009","3550605",1,NA,NA,358,-1.40227979035003,NA,NA,1.4700692391509,2,0.474065998794876
"Pindorama","Ariranha","3538105","3503703",3,NA,NA,28,-0.0567341809303825,NA,NA,-0.92898864969983,2,0.376141373463047
"Palmares Paulista","Ariranha","3535101","3503703",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Monte Alto","Ariranha","3531308","3503703",1,NA,NA,28,-1.40227979035003,NA,NA,-0.92898864969983,2,0.251072067445597
"Vista Alegre do Alto","Ariranha","3556909","3503703",1,NA,NA,28,-1.40227979035003,NA,NA,-0.92898864969983,2,0.251072067445597
"Pirapozinho","Anhumas","3539202","3502408",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Dolcinópolis","Vitória Brasil","3514205","3556958",3,NA,NA,24,-0.0567341809303825,NA,NA,-1.07050869166405,2,0.362986997043462
"Guaíra","Barretos","3517406","3505500",2,NA,NA,112,-0.615186065829541,NA,NA,0.367873422001997,2,0.44477706219266
"Severínia","Barretos","3551900","3505500",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Olímpia","Barretos","3533908","3505500",3,6418,NA,195,-0.0567341809303825,-0.66198571354054,NA,0.892997279253212,3,0.47856438840994
"Buri","Paranapanema","3508009","3535804",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Nova Europa","Gavião Peixoto","3532900","3516853",4,NA,NA,130,0.37643475369414,NA,NA,0.508811345170085,2,0.550049105727142
"Matão","Gavião Peixoto","3529302","3516853",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Boa Esperança do Sul","Gavião Peixoto","3506706","3516853",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"São Paulo","Caieiras","3550308","3509007",4,NA,54683.5468589041,NA,0.37643475369414,NA,0.622301895361412,NA,2,0.560598123354341
"Mairiporã","Caieiras","3528502","3509007",3,NA,1143.4644330054,NA,-0.0567341809303825,NA,-1.44158115001837,NA,2,0.328495579938262
"Cafelândia","Júlio Mesquita","3508801","3525805",1,NA,NA,54,-1.40227979035003,NA,NA,-0.318706273675791,2,0.307798196020999
"Marília","Júlio Mesquita","3529005","3525805",3,NA,NA,79,-0.0567341809303825,NA,NA,0.0385678865454635,2,0.466076358701519
"Valparaíso","Flórida Paulista","3556305","3516002",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Presidente Prudente","Flórida Paulista","3541406","3516002",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Boa Esperança do Sul","Bocaina","3506706","3506805",3,NA,NA,50,-0.0567341809303825,NA,NA,-0.390703522234385,2,0.426175312751552
"São Simão","Santa Rosa de Viterbo","3550902","3547601",4,NA,NA,241,0.37643475369414,NA,NA,1.09401929953034,2,0.604444551125159
"Santo Antônio do Pinhal","Pindamonhangaba","3548203","3538006",5,NA,NA,70,0.730359543590107,NA,NA,-0.0752305069729479,2,0.528659580855942
"Águas de Santa Bárbara","Manduri","3500550","3528601",3,NA,NA,61,-0.0567341809303825,NA,NA,-0.204474564740497,2,0.443485410834485
"Piraju","Manduri","3538808","3528601",5,NA,NA,117,0.730359543590107,NA,NA,0.409157383434583,2,0.573683738247869
"Barrinha","Sertãozinho","3505609","3551702",4,NA,NA,392,0.37643475369414,NA,NA,1.55634976204872,2,0.647418456798145
"Jardinópolis","Sertãozinho","3525102","3551702",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Ribeirão Preto","Sertãozinho","3543402","3551702",7,NA,NA,1222,1.28881142848927,NA,NA,2.63882503000647,2,0.832841192631883
"Pitangueiras","Sertãozinho","3539509","3551702",1,NA,NA,245,-1.40227979035003,NA,NA,1.10965097024452,2,0.440564895262924
"Iaras","Cerqueira César","3519253","3511409",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Arandu","Cerqueira César","3503109","3511409",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Águas de Santa Bárbara","Cerqueira César","3500550","3511409",4,NA,NA,55,0.37643475369414,NA,NA,-0.301525438431651,2,0.474727794835871
"Piraju","Cerqueira César","3538808","3511409",2,NA,NA,98,-0.615186065829541,NA,NA,0.241754517419501,2,0.433054231125925
"Motuca","Guariba","3532058","3518602",2,NA,NA,64,-0.615186065829541,NA,NA,-0.159418440118681,2,0.395764953794101
"Santa Ernestina","Guariba","3546504","3518602",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Jaboticabal","Guariba","3524303","3518602",5,NA,NA,205,0.730359543590107,NA,NA,0.940445404021768,2,0.623067292075438
"Taquaritinga","Guariba","3553708","3518602",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Pradópolis","Guariba","3540903","3518602",2,NA,NA,63,-0.615186065829541,NA,NA,-0.174201845680771,2,0.39439082700027
"Mirassol","São José do Rio Preto","3530300","3549805",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Guapiaçu","São José do Rio Preto","3517505","3549805",7,NA,NA,NA,1.28881142848927,NA,NA,NA,1,0.707356583954292
"Cedral","São José do Rio Preto","3511300","3549805",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Guarujá","Santos","3518701","3548500",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Piratininga","Agudos","3539400","3500709",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Iaras","Agudos","3519253","3500709",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Borebi","Agudos","3507456","3500709",2,NA,NA,38,-0.615186065829541,NA,NA,-0.646496065902024,2,0.350490783816596
"Águas de Santa Bárbara","Agudos","3500550","3500709",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Lençóis Paulista","Agudos","3526803","3500709",2,NA,NA,250,-0.615186065829541,NA,NA,1.12883694064583,2,0.515509097223737
"Guaíra","Morro Agudo","3517406","3531902",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Orlândia","Morro Agudo","3534302","3531902",7,NA,NA,42,1.28881142848927,NA,NA,-0.55339675426276,2,0.53612218108939
"Viradouro","Morro Agudo","3556800","3531902",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Avaí","Presidente Alves","3504305","3541109",4,NA,NA,49,0.37643475369414,NA,NA,-0.409585536446174,2,0.464683541135186
"Garça","Presidente Alves","3516705","3541109",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Murutinga do Sul","Nova Independência","3532108","3533205",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Pindorama","Itajobi","3538105","3521903",1,NA,NA,36,-1.40227979035003,NA,NA,-0.696692421616155,2,0.27266414714435
"Borborema","Itajobi","3507407","3521903",2,NA,NA,21,-0.615186065829541,NA,NA,-1.1923991611199,2,0.299748749660559
"Marapoama","Itajobi","3528858","3521903",3,NA,NA,12,-0.0567341809303825,NA,NA,-1.69403448278066,2,0.305029884751615
"Itápolis","Itajobi","3522703","3521903",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Santo André","Mogi das Cruzes","3547809","3530607",1,NA,642.1443461522,NA,-1.40227979035003,NA,-1.74920266715431,NA,2,0.174832661489628
"Itaquaquecetuba","Mogi das Cruzes","3523107","3530607",4,NA,25914.2359603322,NA,0.37643475369414,NA,0.223712128352765,NA,2,0.523548955197989
"Suzano","Mogi das Cruzes","3552502","3530607",4,NA,44611.9030725633,NA,0.37643475369414,NA,0.513649548909717,NA,2,0.550498819790976
"Martinópolis","Indiana","3529203","3520608",3,NA,NA,217,-0.0567341809303825,NA,NA,0.994432117257579,2,0.554924536827291
"Presidente Prudente","Indiana","3541406","3520608",1,NA,NA,290,-1.40227979035003,NA,NA,1.2698328597119,2,0.455453902080679
"Paulicéia","Panorama","3536406","3535408",2,NA,NA,116,-0.615186065829541,NA,NA,0.401042350976612,2,0.4478601348876
"São Paulo","Diadema","3550308","3513801",7,NA,185788.000524166,NA,1.28881142848927,NA,1.27511389109141,NA,2,0.706083389285523
"São Bernardo do Campo","Diadema","3548708","3513801",6,NA,128049.030023576,NA,1.02959868968757,NA,1.07645124047642,NA,2,0.663523585443932
"Buritizal","Jeriquara","3508207","3525409",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Jundiaí","Louveira","3525904","3527306",9,NA,NA,NA,1.72198036311379,NA,NA,NA,1,0.787883230784456
"Itatiba","Louveira","3523404","3527306",2,NA,NA,28,-0.615186065829541,NA,NA,-0.92898864969983,2,0.324232921457024
"Pindamonhangaba","Tremembé","3538006","3554805",8,NA,NA,NA,1.5174532681106,NA,NA,NA,1,0.7498613879651
"Santo Antônio do Aracanguá","Auriflama","3548054","3504206",4,NA,NA,27,0.37643475369414,NA,NA,-0.962448593649524,2,0.41329457415923
"Pompéia","Oriente","3540002","3534104",3,NA,NA,255,-0.0567341809303825,NA,NA,1.14764446475497,2,0.569165720359575
"Marília","Oriente","3529005","3534104",4,NA,NA,236,0.37643475369414,NA,NA,1.07411230177752,2,0.602594183232458
"Aparecida d'Oeste","Marinópolis","3502606","3529104",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Cafelândia","Guaimbê","3508801","3517307",1,NA,NA,14,-1.40227979035003,NA,NA,-1.55758631744739,2,0.192643521048508
"Marília","Guaimbê","3529005","3517307",3,NA,NA,95,-0.0567341809303825,NA,NA,0.212413415979993,2,0.482235409400655
"Júlio Mesquita","Guaimbê","3525805","3517307",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Buritizal","Ituverava","3508207","3524105",3,NA,NA,14,-0.0567341809303825,NA,NA,-1.55758631744739,2,0.317712827065958
"Ribeirão Corrente","Ituverava","3543105","3524105",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Jeriquara","Ituverava","3525409","3524105",2,NA,NA,21,-0.615186065829541,NA,NA,-1.1923991611199,2,0.299748749660559
"Marília","Echaporã","3529005","3514700",5,NA,NA,56,0.730359543590107,NA,NA,-0.284648704787423,2,0.509194028380632
"Campos Novos Paulista","Echaporã","3509809","3514700",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Oscar Bressane","Echaporã","3534500","3514700",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Capela do Alto","Alambari","3510302","3500758",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Sarapuí","Alambari","3551108","3500758",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Aspásia","Santana da Ponte Pensa","3503950","3547205",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Santa Rita d'Oeste","Santana da Ponte Pensa","3547403","3547205",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Jacupiranga","Cananéia","3524600","3509908",4,NA,NA,14,0.37643475369414,NA,NA,-1.55758631744739,2,0.35797615048104
"Iguape","Cananéia","3520301","3509908",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Pariquera-Açu","Cananéia","3536208","3509908",4,NA,NA,70,0.37643475369414,NA,NA,-0.0752305069729479,2,0.495762050259597
"Itapura","Castilho","3523008","3511003",2,NA,NA,63,-0.615186065829541,NA,NA,-0.174201845680771,2,0.39439082700027
"São João do Pau d'Alho","Castilho","3549300","3511003",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Nova Independência","Castilho","3533205","3511003",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Casa Branca","Aguaí","3510807","3500303",3,NA,NA,97,-0.0567341809303825,NA,NA,0.23207412403534,2,0.484062884511926
"Pirassununga","Aguaí","3539301","3500303",4,7097,NA,13,0.37643475369414,-0.532760773716846,NA,-1.6233717488674,3,0.357482246596082
"Barretos","Colômbia","3505500","3512100",8,NA,NA,110,1.5174532681106,NA,NA,0.350845995262481,2,0.641424512255658
"Piedade","Votorantim","3537800","3557006",6,14095,NA,NA,1.02959868968757,0.348967346633736,NA,NA,2,0.595903502479208
"Alumínio","Votorantim","3501152","3557006",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Motuca","Rincão","3532058","3543709",1,NA,NA,45,-1.40227979035003,NA,NA,-0.489090780949401,2,0.291960849496546
"Guatapará","Rincão","3518859","3543709",3,NA,NA,38,-0.0567341809303825,NA,NA,-0.646496065902024,2,0.402399235822619
"São Carlos","Rincão","3548906","3543709",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Piratininga","Bauru","3539400","3506003",10,NA,NA,NA,1.90699762577524,NA,NA,NA,1,0.822278171365173
"Avaí","Bauru","3504305","3506003",4,NA,NA,77,0.37643475369414,NA,NA,0.0144270893158487,2,0.504095779914342
"Agudos","Bauru","3500709","3506003",4,NA,NA,524,0.37643475369414,NA,NA,1.83247559811732,2,0.673084525973968
"Martinópolis","Regente Feijó","3529203","3542404",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Presidente Prudente","Regente Feijó","3541406","3542404",6,NA,NA,506,1.02959868968757,NA,NA,1.79921022830532,2,0.730704485439305
"Anhumas","Regente Feijó","3502408","3542404",4,NA,NA,109,0.37643475369414,NA,NA,0.342216881542081,2,0.534564046130172
"Indiana","Regente Feijó","3520608","3542404",5,NA,NA,63,0.730359543590107,NA,NA,-0.174201845680771,2,0.51946013301772
"Pirapozinho","Sandovalina","3539202","3545506",1,NA,NA,26,-1.40227979035003,NA,NA,-0.997125526352097,2,0.244738702142007
"Pontes Gestal","Riolândia","3540309","3544202",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Cordeirópolis","Limeira","3512407","3526902",6,NA,NA,432,1.02959868968757,NA,NA,1.6487717441916,2,0.716721134243551
"Santa Bárbara d'Oeste","Limeira","3545803","3526902",5,NA,NA,NA,0.730359543590107,NA,NA,NA,1,0.603539679942246
"Iracemápolis","Limeira","3521408","3526902",8,NA,NA,NA,1.5174532681106,NA,NA,NA,1,0.7498613879651
"Piacatu","Gabriel Monteiro","3537701","3516507",4,NA,NA,70,0.37643475369414,NA,NA,-0.0752305069729479,2,0.495762050259597
"Urânia","São Francisco","3555802","3549003",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Ferraz de Vasconcelos","Poá","3515707","3539806",1,NA,28109.1177266313,NA,-1.40227979035003,NA,0.267106506730583,NA,2,0.362249860378314
"Itaquaquecetuba","Poá","3523107","3539806",4,NA,30538.2567605076,NA,0.37643475369414,NA,0.311346836703043,NA,2,0.531694656153558
"Suzano","Poá","3552502","3539806",8,NA,48136.9526109533,NA,1.5174532681106,NA,0.554241262004385,NA,2,0.660330229520505
"Lorena","Canas","3527207","3509957",7,NA,NA,NA,1.28881142848927,NA,NA,NA,1,0.707356583954292
"Lorena","Cachoeira Paulista","3527207","3508603",1,NA,NA,658,-1.40227979035003,NA,NA,2.04923264508494,2,0.527899599635888
"Cruzeiro","Cachoeira Paulista","3513405","3508603",11,10728,NA,728,2.07590515300976,-0.00180836263712768,NA,2.14548972428381,3,0.72924039768454
"Canas","Cachoeira Paulista","3509957","3508603",6,NA,NA,265,1.02959868968757,NA,NA,1.18418190645455,2,0.673537218230779
"Lorena","Piquete","3527207","3538501",2,NA,NA,278,-0.615186065829541,NA,NA,1.2296791137989,2,0.524882440293828
"Cachoeira Paulista","Piquete","3508603","3538501",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Juquiá","Tapiraí","3526100","3553500",3,3226,NA,36,-0.0567341809303825,-1.54581048153805,NA,-0.696692421616155,3,0.325287910387648
"Piedade","Tapiraí","3537800","3553500",3,NA,NA,145,-0.0567341809303825,NA,NA,0.612180755929924,2,0.519394033698456
"Miracatu","Tapiraí","3529906","3553500",3,NA,NA,NA,-0.0567341809303825,NA,NA,NA,1,0.457217971919391
"Rio Claro","Ipeúna","3543907","3521101",6,NA,NA,130,1.02959868968757,NA,NA,0.508811345170085,2,0.610761102123577
"Itu","Sorocaba","3523909","3552205",10,18278,NA,372,1.90699762577524,0.682934393093987,NA,1.50654676878177,3,0.72161177086621
"Porto Feliz","Sorocaba","3540606","3552205",9,10078,NA,154,1.72198036311379,-0.0821268507696444,NA,0.66921832270361,3,0.610851374702816
"Alumínio","Sorocaba","3501152","3552205",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Iperó","Sorocaba","3521002","3552205",2,NA,NA,204,-0.615186065829541,NA,NA,0.935805440809996,2,0.497566698575215
"Votorantim","Sorocaba","3557006","3552205",15,NA,NA,NA,2.63435703790891,NA,NA,NA,1,0.957495195989192
"Coroados","Clementina","3512506","3511904",4,NA,NA,14,0.37643475369414,NA,NA,-1.55758631744739,2,0.35797615048104
"Gabriel Monteiro","Clementina","3516507","3511904",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Dolcinópolis","Turmalina","3514205","3555307",5,NA,NA,14,0.730359543590107,NA,NA,-1.55758631744739,2,0.390873681077385
"Vitória Brasil","Turmalina","3556958","3555307",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Barueri","Carapicuíba","3505708","3510609",2,NA,47892.8108986354,NA,-0.615186065829541,NA,0.551527268115089,NA,2,0.461847802062049
"Osasco","Carapicuíba","3534401","3510609",7,NA,57133.8336952528,NA,1.28881142848927,NA,0.645698359030746,NA,2,0.647578821888968
"Mogi Mirim","Artur Nogueira","3530805","3503802",2,NA,NA,84,-0.615186065829541,NA,NA,0.0963741035489583,2,0.419541030723034
"Holambra","Artur Nogueira","3519055","3503802",3,NA,NA,249,-0.0567341809303825,NA,NA,1.1250305062158,2,0.567063738768612
"Limeira","Artur Nogueira","3526902","3503802",4,NA,NA,42,0.37643475369414,NA,NA,-0.55339675426276,2,0.451316198487022
"São João das Duas Pontes","Estrela d'Oeste","3549201","3515202",4,NA,NA,NA,0.37643475369414,NA,NA,NA,1,0.537744618749556
"Guarani d'Oeste","Estrela d'Oeste","3518008","3515202",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Fernandópolis","Estrela d'Oeste","3515509","3515202",6,NA,NA,133,1.02959868968757,NA,NA,0.530401185820248,2,0.612767891316184
"Turmalina","Estrela d'Oeste","3555307","3515202",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Cerquilho","Tatuí","3511508","3554003",3,NA,NA,114,-0.0567341809303825,NA,NA,0.384602106494706,2,0.498240455885863
"Quadra","Tatuí","3541653","3554003",5,NA,NA,48,0.730359543590107,NA,NA,-0.428849031182533,2,0.495790517846712
"Cesário Lange","Tatuí","3511607","3554003",7,NA,NA,113,1.28881142848927,NA,NA,0.376274450430449,2,0.622535701063296
"Capela do Alto","Tatuí","3510302","3554003",2,NA,NA,246,-0.615186065829541,NA,NA,1.11351917254129,2,0.514085301097348
"Guareí","Tatuí","3518503","3554003",1,NA,NA,24,-1.40227979035003,NA,NA,-1.07050869166405,2,0.237917691026012
"Iperó","Tatuí","3521002","3554003",1,NA,NA,154,-1.40227979035003,NA,NA,0.66921832270361,2,0.399626405188902
"Santa Rita do Passa Quatro","Porto Ferreira","3547502","3540705",7,NA,NA,191,1.28881142848927,NA,NA,0.873336571197866,2,0.668737936094746
"Descalvado","Porto Ferreira","3513702","3540705",7,NA,NA,187,1.28881142848927,NA,NA,0.853261923236543,2,0.666871985010301
"Pirassununga","Porto Ferreira","3539301","3540705",5,NA,NA,463,0.730359543590107,NA,NA,1.71470397117166,2,0.695035110181038
"Marabá Paulista","Caiuá","3528700","3509106",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Presidente Epitácio","Caiuá","3541307","3509106",9,NA,NA,77,1.72198036311379,NA,NA,0.0144270893158487,2,0.629165085931793
"Panorama","Caiuá","3535408","3509106",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Itariri","Pedro de Toledo","3523305","3537206",3,NA,NA,1004,-0.0567341809303825,NA,NA,2.45163249014299,2,0.690372222947537
"Iguape","Pedro de Toledo","3520301","3537206",1,NA,NA,14,-1.40227979035003,NA,NA,-1.55758631744739,2,0.192643521048508
"Miracatu","Pedro de Toledo","3529906","3537206",9,NA,NA,171,1.72198036311379,NA,NA,0.768449556172985,2,0.699251945857754
"Garça","Lupércio","3516705","3527801",2,NA,NA,28,-0.615186065829541,NA,NA,-0.92898864969983,2,0.324232921457024
"Murutinga do Sul","Guaraçaí","3532108","3517802",5,NA,NA,49,0.730359543590107,NA,NA,-0.409585536446174,2,0.497581071731531
"Mirandópolis","Guaraçaí","3530102","3517802",6,NA,NA,56,1.02959868968757,NA,NA,-0.284648704787423,2,0.537008494180722
"Nova Independência","Guaraçaí","3533205","3517802",2,NA,NA,NA,-0.615186065829541,NA,NA,NA,1,0.353401067907346
"Valparaíso","Lavínia","3556305","3526506",7,NA,NA,77,1.28881142848927,NA,NA,0.0144270893158487,2,0.58890176251671
"Mirandópolis","Lavínia","3530102","3526506",6,NA,NA,70,1.02959868968757,NA,NA,-0.0752305069729479,2,0.556474046656032
"Flórida Paulista","Lavínia","3516002","3526506",1,NA,NA,NA,-1.40227979035003,NA,NA,NA,1,0.207079359884491
"Arujá","Santa Isabel","3503901","3546801",7,NA,7466.3781449985,1161,1.28881142848927,NA,-0.440445938836476,2.59003942673676,3,0.68083285223241
"Guarulhos","Santa Isabel","3518800","3546801",1,NA,1207.719838592,111,-1.40227979035003,NA,-1.41242416913738,0.359397716786221,3,0.315616759779173
"Jacareí","Santa Isabel","3524402","3546801",1,NA,NA,393,-1.40227979035003,NA,NA,1.5587729159791,2,0.482311061039094
"Mogi das Cruzes","Santa Isabel","3530607","3546801",1,NA,2220.0863236852,1214,-1.40227979035003,NA,-1.08766250904266,2.63256735006715,3,0.4766029855743
