"munA","munB","cdA","cdB","tipo","n_fontes","vias","vdm","od","ibge","prox","peso"
"São Lourenço da Serra","Peruíbe","3549953","3537602","proximidade",1,NA,NA,NA,NA,0.0208670192322182,0.148458999362807
"Presidente Bernardes","Estrela do Norte","3541208","3515301","proximidade",1,NA,NA,NA,NA,0.0235674637511679,0.167261958545691
"Presidente Bernardes","Piquerobi","3541208","3538303","proximidade",2,NA,NA,NA,83,0.0326691987846908,0.25703155746276
"Águas da Prata","Itobi","3500402","3523800","proximidade",1,NA,NA,NA,NA,0.033340458563843,0.234898279228325
"Águas da Prata","Espírito Santo do Pinhal","3500402","3515186","proximidade",1,NA,NA,NA,NA,0.0306710768791442,0.216487901993036
"Águas da Prata","Santo Antônio do Jardim","3500402","3548104","proximidade",1,NA,NA,NA,NA,0.0416644816371666,0.292004097527142
"Mogi Guaçu","Engenheiro Coelho","3530706","3515152","proximidade",1,NA,NA,NA,NA,0.0312621563143727,0.220568606543505
"Mogi Guaçu","Araras","3530706","3503307","proximidade",1,NA,NA,NA,NA,0.0303847777779737,0.214510503880992
"Mogi Guaçu","Santo Antônio do Jardim","3530706","3548104","proximidade",2,NA,NA,NA,72,0.0267546029733181,0.230606118907978
"Bariri","Pederneiras","3505203","3536703","proximidade",2,NA,NA,NA,39,0.0334691986439396,0.22815642377692
"Indiaporã","Populina","3520707","3540408","proximidade",1,NA,NA,NA,NA,0.036998376818844,0.260049374843335
"Indiaporã","Pedranópolis","3520707","3536901","proximidade",1,NA,NA,NA,NA,0.0299047072633597,0.211193540447432
"Lindóia","Monte Alegre do Sul","3527009","3531209","proximidade",1,NA,NA,NA,NA,0.0472153692313539,0.329832141358264
"Lindóia","Socorro","3527009","3552106","proximidade",2,NA,NA,NA,198,0.0579596063118551,0.37990814998832
"Três Fronteiras","Ilha Solteira","3554904","3520442","proximidade",1,NA,NA,NA,NA,0.0224996789761314,0.159833002794931
"Três Fronteiras","Santa Salete","3554904","3547650","proximidade",1,NA,NA,NA,NA,0.0634254040550231,0.439162822176511
"Getulina","Luiziânia","3517000","3527702","proximidade",1,NA,NA,NA,NA,0.0280160322718038,0.198129046354482
"Rinópolis","Bastos","3543808","3505807","proximidade",1,NA,NA,NA,NA,0.0332912128568417,0.234559068807779
"Rinópolis","Santópolis do Aguapeí","3543808","3548401","proximidade",2,NA,NA,NA,28,0.0479598108493974,0.263998892018237
"Reginópolis","Uru","3542503","3555901","proximidade",2,NA,NA,NA,2,0.0565387298049807,0.1962928739302
"Brodowski","Serrana","3507803","3551504","proximidade",1,NA,NA,NA,NA,0.0537268557358987,0.373951715809076
"Brodowski","Santo Antônio da Alegria","3507803","3547908","proximidade",1,NA,NA,NA,NA,0.0221458678219123,0.157369702364006
"Brodowski","Sales Oliveira","3507803","3544905","proximidade",1,NA,NA,NA,NA,0.0296115059125495,0.209166956288181
"Santana de Parnaíba","Cabreúva","3547304","3508405","proximidade",1,NA,NA,NA,NA,0.0427041935002075,0.299104817511578
"Santana de Parnaíba","Jandira","3547304","3525003","proximidade+salto_od",2,NA,NA,1286.3333429222,NA,0.0940476199177216,0.43008104580155
"Pedra Bela","Tuiuti","3536802","3554953","proximidade",1,NA,NA,NA,NA,0.0385448690640623,0.270656066147263
"Pedra Bela","Monte Alegre do Sul","3536802","3531209","proximidade",1,NA,NA,NA,NA,0.0408064636037965,0.286138917072908
"Pedra Bela","Serra Negra","3536802","3551603","proximidade",1,NA,NA,NA,NA,0.0306689597439731,0.216473281472416
"Pedra Bela","Socorro","3536802","3552106","proximidade",1,NA,NA,NA,NA,0.0497434037720143,0.346993719052998
"Santa Branca","Biritiba Mirim","3546009","3506607","proximidade",1,NA,NA,NA,NA,0.0367674709501524,0.258464338793994
"Santa Branca","Jambeiro","3546009","3524907","proximidade",1,NA,NA,NA,NA,0.0443272505708559,0.310175356741977
"Santa Branca","Caraguatatuba","3546009","3510500","proximidade",2,NA,NA,NA,28,0.0222226903101992,0.175506161994044
"São João da Boa Vista","Itobi","3549102","3523800","proximidade",2,NA,NA,NA,19,0.0354394662838925,0.20538371212782
"Guararema","Bertioga","3518305","3506359","proximidade",1,NA,NA,NA,NA,0.0270979879963606,0.191770005388135
"Guararema","Salesópolis","3518305","3545001","proximidade",1,NA,NA,NA,NA,0.0359912882443649,0.253133701758581
"Guararema","Igaratá","3518305","3520202","proximidade",1,NA,NA,NA,NA,0.0296345912083723,0.20932654092579
"Poloni","Bálsamo","3539905","3504800","proximidade",1,NA,NA,NA,NA,0.0352055904903988,0.247733648555302
"Poloni","Neves Paulista","3539905","3532504","proximidade",1,NA,NA,NA,NA,0.0447487883296355,0.313047764753219
"Poloni","Macaubal","3539905","3528106","proximidade",2,NA,NA,NA,56,0.0533017871398591,0.310903316109344
"Poloni","Sebastianópolis do Sul","3539905","3551306","proximidade",2,NA,NA,NA,28,0.0589416452903116,0.301098429503083
"Poloni","União Paulista","3539905","3555703","proximidade",2,NA,NA,NA,28,0.0593069146596349,0.30232578460635
"Piracaia","Vargem","3538600","3556354","proximidade",1,NA,NA,NA,NA,0.0480304758371011,0.335370018742534
"Piracaia","Igaratá","3538600","3520202","proximidade",1,NA,NA,NA,NA,0.0544807519067785,0.379042234881692
"Tuiuti","Vargem","3554953","3556354","proximidade",1,NA,NA,NA,NA,0.0347177123025996,0.244378428219282
"Tuiuti","Serra Negra","3554953","3551603","proximidade",1,NA,NA,NA,NA,0.0374454370740815,0.26311718358829
"Tuiuti","Socorro","3554953","3552106","proximidade",1,NA,NA,NA,NA,0.0339052941051006,0.238787779514141
"Tuiuti","Pedreira","3554953","3537107","proximidade",1,NA,NA,NA,NA,0.0449150211354632,0.31418017607849
"Tapiratiba","Itobi","3553609","3523800","proximidade",2,NA,NA,NA,144,0.0263680044456951,0.258523844682779
"Tapiratiba","Vargem Grande do Sul","3553609","3556404","proximidade",2,NA,NA,NA,1,0.0207408139382121,0.0563362922154702
"Cubatão","Praia Grande","3513504","3541000","proximidade",1,NA,NA,NA,NA,0.0493409014342372,0.344264097616337
"Votuporanga","Américo de Campos","3557105","3501806","proximidade",2,NA,NA,NA,14,0.0336079392156006,0.186818425211533
"Votuporanga","Floreal","3557105","3515905","proximidade",1,NA,NA,NA,NA,0.0342319600322766,0.241036256117191
"Estrela do Norte","Euclides da Cunha Paulista","3515301","3515350","proximidade",1,NA,NA,NA,NA,0.0104950666589789,0.0757746607188175
"Estrela do Norte","Taciba","3515301","3552908","proximidade",1,NA,NA,NA,NA,0.0295309461790539,0.20861003282139
"Estrela do Norte","Narandiba","3515301","3532207","proximidade",1,NA,NA,NA,NA,0.0569878142303155,0.395944488077563
"Estrela do Norte","Mirante do Paranapanema","3515301","3530201","proximidade",1,NA,NA,NA,NA,0.0268190166332799,0.189836521195767
"Zacarias","Glicério","3557154","3517109","proximidade",1,NA,NA,NA,NA,0.0351123923566109,0.24709283151606
"Zacarias","Turiúba","3557154","3555208","proximidade",1,NA,NA,NA,NA,0.04644513158263,0.324595143553081
"Zacarias","Barbosa","3557154","3505104","proximidade",1,NA,NA,NA,NA,0.0441918577698228,0.309252528218044
"Zacarias","Brejo Alegre","3557154","3507753","proximidade",1,NA,NA,NA,NA,0.0566715209061659,0.393814295211616
"Santa Adélia","Cândido Rodrigues","3545605","3510104","proximidade",1,NA,NA,NA,NA,0.0500632461996177,0.349162025488571
"Bálsamo","Neves Paulista","3504800","3532504","proximidade",1,NA,NA,NA,NA,0.0489970260320875,0.341931232797354
"Bálsamo","Bady Bassitt","3504800","3504602","proximidade",1,NA,NA,NA,NA,0.0365473907115795,0.256953285860956
"Bálsamo","Jaci","3504800","3524501","proximidade",1,NA,NA,NA,NA,0.0380061823600936,0.266963251220715
"Campo Limpo Paulista","Várzea Paulista","3509601","3556503","proximidade",1,NA,NA,NA,NA,0.150608555249603,1
"Junqueirópolis","Ouro Verde","3526001","3534807","proximidade",1,NA,NA,NA,NA,0.0309715436264772,0.218562561946561
"Junqueirópolis","Pacaembu","3526001","3534906","proximidade",2,NA,NA,NA,153,0.0570166875492054,0.365805838703104
"Gália","Cabrália Paulista","3516606","3508306","proximidade",1,NA,NA,NA,NA,0.0353956716412272,0.249040440559946
"Gália","Álvaro de Carvalho","3516606","3501400","proximidade",1,NA,NA,NA,NA,0.0326981757698005,0.230472887164897
"Roseira","Ubatuba","3544301","3555406","proximidade",1,NA,NA,NA,NA,0.0174771355421755,0.124785003103831
"Roseira","Taubaté","3544301","3554102","proximidade",2,NA,NA,NA,241,0.0375077933747744,0.318778367981231
"Roseira","Guaratinguetá","3544301","3518404","proximidade",1,NA,NA,NA,NA,0.0587604093957066,0.40787089343891
"Roseira","Campos do Jordão","3544301","3509700","proximidade",1,NA,NA,NA,NA,0.0286765877853219,0.202701021241582
"Roseira","Lagoinha","3544301","3526308","proximidade",1,NA,NA,NA,NA,0.0511571319330707,0.356572811662552
"Monte Alegre do Sul","Águas de Lindóia","3531209","3500501","proximidade",1,NA,NA,NA,NA,0.0380976675233386,0.267590537059074
"Monte Alegre do Sul","Pedreira","3531209","3537107","proximidade",1,NA,NA,NA,NA,0.042789393945742,0.29968638068324
"Santa Lúcia","Luís Antônio","3546900","3527603","proximidade",1,NA,NA,NA,NA,0.0318472484737672,0.224605673201234
"Santa Lúcia","Araraquara","3546900","3503208","proximidade",1,NA,NA,NA,NA,0.0538975055042856,0.375104309886084
"Iporanga","Ribeirão Branco","3521200","3543006","proximidade",1,NA,NA,NA,NA,0.0270748354820246,0.191609560800384
"Iporanga","Itaoca","3521200","3522158","proximidade",1,NA,NA,NA,NA,0.0313415663087887,0.221116660424606
"Iporanga","Guapiara","3521200","3517604","proximidade",1,NA,NA,NA,NA,0.0300310252039233,0.212066462077676
"Iporanga","Ribeirão Grande","3521200","3543253","proximidade",1,NA,NA,NA,NA,0.0245908593596727,0.174374813451212
"Iporanga","Ribeira","3521200","3542800","proximidade",1,NA,NA,NA,NA,0.0196702272825956,0.140109929951505
"Taquaral","Terra Roxa","3553658","3554409","proximidade",1,NA,NA,NA,NA,0.0305993118294973,0.215992289877387
"Ubatuba","Cunha","3555406","3513603","proximidade",2,NA,NA,NA,14,0.0268081041294308,0.163328646395531
"Ubatuba","Ilhabela","3555406","3520400","proximidade",1,NA,NA,NA,NA,0.0166468123051199,0.118974233012308
"Ubatuba","Lagoinha","3555406","3526308","proximidade",1,NA,NA,NA,NA,0.0265461155884074,0.187944600591017
"Ubatuba","Redenção da Serra","3555406","3542305","proximidade",1,NA,NA,NA,NA,0.0187789486227781,0.133885815970213
"Ubatuba","Natividade da Serra","3555406","3532306","proximidade",1,NA,NA,NA,NA,0.0272317376943885,0.192696806507362
"Cardoso","Pedranópolis","3510708","3536901","proximidade",1,NA,NA,NA,NA,0.043385866731568,0.303756468162787
"Cardoso","Américo de Campos","3510708","3501806","proximidade",1,NA,NA,NA,NA,0.0322234824610879,0.227200434093507
"Cardoso","Paulo de Faria","3510708","3536604","proximidade",1,NA,NA,NA,NA,0.0196924900499393,0.140265329073761
"Óleo","Espírito Santo do Turvo","3533809","3515194","proximidade",1,NA,NA,NA,NA,0.0314483868513405,0.221853823649823
"Taubaté","Monteiro Lobato","3554102","3531704","proximidade",1,NA,NA,NA,NA,0.0284595094135834,0.201198856994458
"Taubaté","Jambeiro","3554102","3524907","proximidade",1,NA,NA,NA,NA,0.0332139418590555,0.234026784189071
"Taubaté","Natividade da Serra","3554102","3532306","proximidade",2,NA,NA,NA,112,0.0260660276129478,0.246846250590442
"Ribeirão Branco","Itaoca","3543006","3522158","proximidade",1,NA,NA,NA,NA,0.0246323681965268,0.17466316028251
"Ribeirão Branco","Barra do Chapéu","3543006","3505351","proximidade",1,NA,NA,NA,NA,0.0266530860171633,0.188686246387143
"Ribeirão Branco","Bom Sucesso de Itararé","3543006","3507159","proximidade",1,NA,NA,NA,NA,0.0250939764052364,0.177868998018342
"Ribeirão Branco","Ribeirão Grande","3543006","3543253","proximidade",1,NA,NA,NA,NA,0.0230956585150105,0.163980399001679
"Ribeirão Branco","Ribeira","3543006","3542800","proximidade",1,NA,NA,NA,NA,0.0212889102526009,0.151399865640819
"Neves Paulista","Bady Bassitt","3532504","3504602","proximidade",1,NA,NA,NA,NA,0.0438363224441222,0.306828652790095
"Neves Paulista","União Paulista","3532504","3555703","proximidade",1,NA,NA,NA,NA,0.0396560314087959,0.278267279875209
"Boituva","Jumirim","3507001","3525854","proximidade",2,NA,NA,NA,34,0.041953870723427,0.251561682333988
"Boituva","Araçoiaba da Serra","3507001","3502903","proximidade",1,NA,NA,NA,NA,0.0350888728416171,0.246931105577125
"Itobi","Tambaú","3523800","3553302","proximidade",1,NA,NA,NA,NA,0.0272910065981808,0.193107464075194
"Itobi","Mococa","3523800","3530508","proximidade",1,NA,NA,NA,NA,0.0284882408059646,0.201397694040425
"Itobi","Santa Cruz das Palmeiras","3523800","3546306","proximidade",1,NA,NA,NA,NA,0.0278320193770911,0.196854894663574
"Euclides da Cunha Paulista","Mirante do Paranapanema","3515350","3530201","proximidade",2,NA,NA,NA,28,0.0156094455065428,0.152407777259641
"Itapevi","Pirapora do Bom Jesus","3522505","3539103","proximidade",1,NA,NA,NA,NA,0.0520946240260591,0.362917937963206
"Itapevi","Mairinque","3522505","3528403","proximidade",1,NA,NA,NA,NA,0.0368428543982375,0.25898184163825
"Itapevi","Araçariguama","3522505","3502754","proximidade",2,NA,NA,NA,106,0.059653255990423,0.359147980607281
"Itapevi","Embu das Artes","3522505","3515004","proximidade+salto_od",2,NA,NA,49.8262705915,NA,0.0615240140867191,0.243550477704674
"Itapevi","Vargem Grande Paulista","3522505","3556453","proximidade+salto_od",2,NA,NA,1267.7484721746,NA,0.109717817675685,0.480336627699143
"Salto","Cabreúva","3545209","3508405","proximidade",1,NA,NA,NA,NA,0.0378662175205263,0.266003448037882
"Salto","Capivari","3545209","3510401","proximidade",2,NA,NA,NA,42,0.0350716306299085,0.236753453666604
"Salto","Itupeva","3545209","3524006","proximidade",1,NA,NA,NA,NA,0.0411808790075513,0.288698914427822
"Salto","Monte Mor","3545209","3531803","proximidade",1,NA,NA,NA,NA,0.0397107853127161,0.278642121550075
"Penápolis","Brejo Alegre","3537305","3507753","proximidade",1,NA,NA,NA,NA,0.0356477159201237,0.250772853974421
"Lutécia","Quatá","3527900","3541703","proximidade",1,NA,NA,NA,NA,0.0333716871538991,0.235113377179674
"Parapuã","Tupã","3536000","3555000","proximidade",2,NA,NA,NA,368,0.03167064980502,0.316684706292871
"Pirapora do Bom Jesus","Jandira","3539103","3525003","proximidade",1,NA,NA,NA,NA,0.0492120682946932,0.343390177886476
"Vinhedo","Indaiatuba","3556701","3520509","proximidade",2,NA,NA,NA,70,0.0419862008936785,0.281827805702387
"Vinhedo","Várzea Paulista","3556701","3556503","proximidade",1,NA,NA,NA,NA,0.0402888279595164,0.282598160210215
"Vinhedo","Campinas","3556701","3509502","proximidade",1,NA,NA,NA,NA,0.0520834794186021,0.362842542334282
"Guaraci","Onda Verde","3517901","3534005","proximidade",1,NA,NA,NA,NA,0.0271288191531706,0.191983656578541
"Lavrinhas","Areias","3526605","3503505","proximidade",2,NA,NA,NA,42,0.0403220642854215,0.254759961823529
"Lavrinhas","São José do Barreiro","3526605","3549607","proximidade",1,NA,NA,NA,NA,0.0249959229975242,0.1771881445171
"Miguelópolis","Guará","3529708","3517703","proximidade",1,NA,NA,NA,NA,0.0209412269554651,0.148976365551734
"Miguelópolis","São Joaquim da Barra","3529708","3549409","proximidade",1,NA,NA,NA,NA,0.0226617103863201,0.160960811693033
"Ibiúna","Vargem Grande Paulista","3519709","3556453","proximidade",2,NA,NA,NA,256,0.0348750859138824,0.312300202165856
"Cabrália Paulista","Espírito Santo do Turvo","3508306","3515194","proximidade",1,NA,NA,NA,NA,0.0474787857345189,0.33162227828322
"Cabrália Paulista","Fernão","3508306","3515657","proximidade",1,NA,NA,NA,NA,0.045003036574117,0.314779682015979
"São Pedro","Torrinha","3550407","3554706","proximidade",2,NA,NA,NA,14,0.0360818064546992,0.195325989541796
"Tupã","Bastos","3555000","3505807","proximidade",2,NA,NA,NA,183,0.0460502501026505,0.336278729210423
"Tupã","Santópolis do Aguapeí","3555000","3548401","proximidade",2,NA,NA,NA,28,0.0312981522924541,0.206962368530006
"Angatuba","Torre de Pedra","3502200","3554656","proximidade",1,NA,NA,NA,NA,0.0306224688620026,0.216152216980823
"Barra Bonita","Santa Maria da Serra","3505302","3547007","proximidade",2,NA,NA,NA,14,0.0243854635267328,0.154922122707634
"Barra Bonita","Torrinha","3505302","3554706","proximidade",1,NA,NA,NA,NA,0.025596095661261,0.181354543432055
"Quatá","Rancharia","3541703","3542206","proximidade",2,NA,NA,NA,106,0.0327817542877864,0.267737134322182
"Quatá","Bastos","3541703","3505807","proximidade",1,NA,NA,NA,NA,0.0331053308148213,0.233278544997084
"Paraibuna","Ilhabela","3535606","3520400","proximidade",1,NA,NA,NA,NA,0.0191193452299642,0.136263568268791
"Itanhaém","Praia Grande","3522109","3541000","proximidade",1,NA,NA,NA,NA,0.0304613600970429,0.21503949311599
"Itanhaém","Embu-Guaçu","3522109","3515103","proximidade",1,NA,NA,NA,NA,0.0379329611849154,0.266461156140147
"Sales","Novo Horizonte","3544806","3533502","proximidade",1,NA,NA,NA,NA,0.0377902523889253,0.265482466052596
"Sales","Adolfo","3544806","3500204","proximidade",2,NA,NA,NA,3,0.0589721134298468,0.216744720504298
"Sales","Sabino","3544806","3544608","proximidade",1,NA,NA,NA,NA,0.0637866756105011,0.441580435674528
"Mairinque","Araçariguama","3528403","3502754","proximidade",1,NA,NA,NA,NA,0.055608631887198,0.386651206534184
"Mairinque","Vargem Grande Paulista","3528403","3556453","proximidade",1,NA,NA,NA,NA,0.0396331634282667,0.278110721319503
"Pedranópolis","Valentim Gentil","3536901","3556107","proximidade",1,NA,NA,NA,NA,0.0427802738131475,0.299624130542208
"Pedranópolis","Álvares Florence","3536901","3501202","proximidade",1,NA,NA,NA,NA,0.0465896951333567,0.325578353450624
"Guaratinguetá","Campos do Jordão","3518404","3509700","proximidade",1,NA,NA,NA,NA,0.0308222413234796,0.217531736405771
"Serrana","Cajuru","3551504","3509403","proximidade",1,NA,NA,NA,NA,0.0312150189105706,0.220243264344867
"São José do Barreiro","Silveiras","3549607","3552007","proximidade",2,NA,NA,NA,42,0.0383224682570451,0.247913029021029
"Américo de Campos","Paulo de Faria","3501806","3536604","proximidade",1,NA,NA,NA,NA,0.0247687891627946,0.17561074496965
"Américo de Campos","Tanabi","3501806","3553401","proximidade",2,NA,NA,NA,14,0.0336669776990529,0.187021694071503
"Américo de Campos","Palestina","3501806","3535002","proximidade",1,NA,NA,NA,NA,0.0350598113855154,0.246731266819644
"Itaoca","Barra do Chapéu","3522158","3505351","proximidade",1,NA,NA,NA,NA,0.0316544304537733,0.223275504628626
"Itaoca","Bom Sucesso de Itararé","3522158","3507159","proximidade",1,NA,NA,NA,NA,0.021246977088833,0.151107617455184
"Nantes","Rancharia","3532157","3542206","proximidade",2,NA,NA,NA,42,0.0222679126068469,0.192456931702021
"Nantes","Narandiba","3532157","3532207","proximidade",1,NA,NA,NA,NA,0.0299793249411511,0.211709199738644
"Nantes","Cruzália","3532157","3513306","proximidade",1,NA,NA,NA,NA,0.0211634255452087,0.150525279156229
"Santo Expedito","Mariápolis","3548302","3528908","proximidade",1,NA,NA,NA,NA,0.0470963410570731,0.329023096987001
"Santo Expedito","Caiabu","3548302","3508900","proximidade",1,NA,NA,NA,NA,0.0485616414037589,0.338976468310997
"Monteiro Lobato","Campos do Jordão","3531704","3509700","proximidade",2,NA,NA,NA,6,0.026250451988781,0.128903018634757
"Vargem","Bom Jesus dos Perdões","3556354","3507100","proximidade",1,NA,NA,NA,NA,0.0312947737572148,0.220793723316461
"Águas de Lindóia","Serra Negra","3500501","3551603","proximidade",2,NA,NA,NA,214,0.06535210294486,0.407985768173537
"Águas de Lindóia","Espírito Santo do Pinhal","3500501","3515186","proximidade",1,NA,NA,NA,NA,0.027123909761214,0.191949636311105
"Mirassolândia","Onda Verde","3530409","3534005","proximidade",1,NA,NA,NA,NA,0.0391453654262612,0.274770342726809
"Taboão da Serra","Itapecerica da Serra","3552809","3522208","proximidade+salto_od",2,NA,NA,3808.5089879566,NA,0.0671752450035753,0.368140656551509
"Taboão da Serra","Embu-Guaçu","3552809","3515103","proximidade",1,NA,NA,NA,NA,0.0380508412039763,0.267269470187614
"Taboão da Serra","Jandira","3552809","3525003","proximidade",1,NA,NA,NA,NA,0.069767727813919,0.481486500013237
"Uru","Novo Horizonte","3555901","3533502","proximidade",1,NA,NA,NA,NA,0.0303433881934901,0.214224590653116
"Barra do Chapéu","Itararé","3505351","3523206","proximidade",1,NA,NA,NA,NA,0.0217240583329246,0.154431870159582
"Ilhabela","Redenção da Serra","3520400","3542305","proximidade",1,NA,NA,NA,NA,0.0144853377995793,0.103825511213662
"Ilhabela","Natividade da Serra","3520400","3532306","proximidade",1,NA,NA,NA,NA,0.0206851768646293,0.147191060014566
"Ilhabela","Salesópolis","3520400","3545001","proximidade",1,NA,NA,NA,NA,0.0164708918470854,0.117742496784248
"Jarinu","Francisco Morato","3525201","3516309","proximidade",1,NA,NA,NA,NA,0.0558218068817984,0.3880884269347
"Jarinu","Bom Jesus dos Perdões","3525201","3507100","proximidade",1,NA,NA,NA,NA,0.0388999903021605,0.273089452310218
"Jarinu","Bragança Paulista","3525201","3507605","proximidade",1,NA,NA,NA,NA,0.0390171799322185,0.273892284617956
"Jarinu","Franco da Rocha","3525201","3516408","proximidade",1,NA,NA,NA,NA,0.0445571633920155,0.311742153527788
"Jarinu","Várzea Paulista","3525201","3556503","proximidade",1,NA,NA,NA,NA,0.0627738552754613,0.43480060909455
"Palmeira d'Oeste","Guzolândia","3535200","3518909","proximidade",1,NA,NA,NA,NA,0.046755161202128,0.326703559502244
"Palmeira d'Oeste","Pontalinda","3535200","3540259","proximidade",1,NA,NA,NA,NA,0.0426152787400982,0.298497850410645
"Palmeira d'Oeste","Santa Salete","3535200","3547650","proximidade",1,NA,NA,NA,NA,0.049359319137656,0.344389022500729
"Lins","Guarantã","3527108","3518107","proximidade",2,NA,NA,NA,56,0.0321040099827514,0.238551639819989
"Timburi","Bernardino de Campos","3554607","3506300","proximidade",1,NA,NA,NA,NA,0.0454723580544777,0.317975553216593
"Timburi","Canitar","3554607","3510153","proximidade",1,NA,NA,NA,NA,0.0369189510576382,0.259504202476181
"Flora Rica","Mariápolis","3515806","3528908","proximidade",1,NA,NA,NA,NA,0.043701265603381,0.305907681329979
"Flora Rica","Emilianópolis","3515806","3515129","proximidade",1,NA,NA,NA,NA,0.0654104388485526,0.452436460034326
"Assis","Palmital","3504008","3535309","proximidade",2,NA,NA,NA,172,0.0307056112788212,0.281059458526844
"Assis","Cruzália","3504008","3513306","proximidade",2,NA,NA,NA,47,0.0256477143157262,0.20889323788782
"Assis","Pedrinhas Paulista","3504008","3537156","proximidade",2,NA,NA,NA,46,0.0217116603177082,0.194312034903498
"Glicério","Barbosa","3517109","3505104","proximidade",2,NA,NA,NA,21,0.0341155359169281,0.204893817657108
"Brotas","Santa Maria da Serra","3507902","3547007","proximidade",2,NA,NA,NA,14,0.0301659800324306,0.17494768249645
"Duartina","Paulistânia","3514502","3536570","proximidade",1,NA,NA,NA,NA,0.0446674200275948,0.312493401820774
"Duartina","Espírito Santo do Turvo","3514502","3515194","proximidade",1,NA,NA,NA,NA,0.0323897675985136,0.228346946117108
"Ilha Solteira","Santa Fé do Sul","3520442","3546603","proximidade",2,NA,NA,NA,26,0.0258727569003563,0.185144488265285
"Paulínia","Americana","3536505","3501608","proximidade",2,NA,NA,NA,82,0.0664022220368301,0.370913945773858
"Adamantina","Pacaembu","3500105","3534906","proximidade",2,NA,NA,NA,162,0.0410468739459432,0.314049227981044
"Torre de Pedra","Itatinga","3554656","3523503","proximidade",1,NA,NA,NA,NA,0.0227137223865093,0.161322799889415
"Torre de Pedra","Campina do Monte Alegre","3554656","3509452","proximidade",1,NA,NA,NA,NA,0.0217462224816354,0.154586269918763
"Cristais Paulista","Rifaina","3513207","3543600","proximidade",2,NA,NA,NA,42,0.0288634673164681,0.215344161945061
"Cristais Paulista","Patrocínio Paulista","3513207","3536307","proximidade",1,NA,NA,NA,NA,0.0258702950856274,0.183257224619481
"Riversul","Barão de Antonina","3543501","3505005","proximidade",2,NA,NA,NA,24,0.0313169356891866,0.200699590591556
"Jales","Santa Salete","3524808","3547650","proximidade",2,NA,NA,NA,69,0.0565863854487747,0.330742457642084
"Ouro Verde","Tupi Paulista","3534807","3555109","proximidade",1,NA,NA,NA,NA,0.0485092770057874,0.338621011462186
"Ouro Verde","Presidente Venceslau","3534807","3541505","proximidade",1,NA,NA,NA,NA,0.0301583604734483,0.212946305630995
"Francisco Morato","Bom Jesus dos Perdões","3516309","3507100","proximidade",1,NA,NA,NA,NA,0.0364675203699767,0.256404823277149
"Francisco Morato","Várzea Paulista","3516309","3556503","proximidade",1,NA,NA,NA,NA,0.0833244827012248,0.571118428887742
"Cabreúva","Indaiatuba","3508405","3520509","proximidade",1,NA,NA,NA,NA,0.0400147544802939,0.280722715835193
"Planalto","Monções","3539608","3531001","proximidade",1,NA,NA,NA,NA,0.0466725726104172,0.326141960953822
"Planalto","Turiúba","3539608","3555208","proximidade",1,NA,NA,NA,NA,0.0513194785671476,0.357672009855558
"Planalto","Buritama","3539608","3508108","proximidade",2,NA,NA,NA,66,0.0356359233233822,0.257600517500461
"Mariápolis","Pacaembu","3528908","3534906","proximidade",1,NA,NA,NA,NA,0.0300259192067289,0.212031179099537
"Piquerobi","Emilianópolis","3538303","3515129","proximidade",1,NA,NA,NA,NA,0.0362833948433282,0.25514028850299
"Araçariguama","Jandira","3502754","3525003","proximidade",1,NA,NA,NA,NA,0.046682465897571,0.326209237178422
"Charqueada","Santa Gertrudes","3511706","3546702","proximidade",1,NA,NA,NA,NA,0.041770757673454,0.292730235640298
"Tambaú","Cajuru","3553302","3509403","proximidade",2,NA,NA,NA,28,0.0271450601013916,0.192601947793831
"Paulistânia","Fernão","3536570","3515657","proximidade",1,NA,NA,NA,NA,0.0301225720953417,0.212699031056635
"Embu das Artes","Vargem Grande Paulista","3515004","3556453","proximidade",1,NA,NA,NA,NA,0.058855256290969,0.408508481046688
"Embu das Artes","Embu-Guaçu","3515004","3515103","proximidade+salto_od",2,NA,NA,1186.248411318,NA,0.0442878761906969,0.262440596932907
"Embu das Artes","Jandira","3515004","3525003","proximidade",1,NA,NA,NA,NA,0.0778143621693288,0.534823724822308
"Bom Jesus dos Perdões","Bragança Paulista","3507100","3507605","proximidade",1,NA,NA,NA,NA,0.0368956227983565,0.259344071149932
"Bom Sucesso de Itararé","Ribeira","3507159","3542800","proximidade",1,NA,NA,NA,NA,0.0286968656758636,0.202841326365545
"Lagoinha","Redenção da Serra","3526308","3542305","proximidade",1,NA,NA,NA,NA,0.0265945329687729,0.188280296830313
"Lagoinha","Natividade da Serra","3526308","3532306","proximidade",1,NA,NA,NA,NA,0.024629605375062,0.174643968326952
"Santo Antônio da Alegria","Mococa","3547908","3530508","proximidade",1,NA,NA,NA,NA,0.0232483452793683,0.165042550921912
"Santo Antônio da Alegria","Patrocínio Paulista","3547908","3536307","proximidade",1,NA,NA,NA,NA,0.0226898238938854,0.161156475708399
"Guzolândia","Pontalinda","3518909","3540259","proximidade",1,NA,NA,NA,NA,0.0358016347376815,0.251830599725656
"Guzolândia","Dirce Reis","3518909","3513850","proximidade",1,NA,NA,NA,NA,0.0456154584837125,0.318949718289487
"Santa Fé do Sul","Santa Salete","3546603","3547650","proximidade",2,NA,NA,NA,34,0.0413117044399715,0.249367681596306
