"munA","munB","cdA","cdB","tipo","n_fontes","vias","vdm","od","ibge","prox","peso"
"Ibaté","Araraquara","3519303","3503208","base",2,7,NA,NA,42,NA,0.307563810269317
"Boa Esperança do Sul","Araraquara","3506706","3503208","base",2,3,NA,NA,115,NA,0.285868338802505
"Gavião Peixoto","Araraquara","3516853","3503208","base",2,4,NA,NA,123,NA,0.309316303044206
"Rincão","Araraquara","3543709","3503208","base",2,1,NA,NA,200,NA,0.245300273877953
"Américo Brasiliense","Araraquara","3501707","3503208","base",1,5,NA,NA,NA,NA,0.33530507567582
"Iacri","Santópolis do Aguapeí","3519204","3548401","base",2,3,NA,NA,28,NA,0.226766404642028
"Piacatu","Santópolis do Aguapeí","3537701","3548401","base",2,4,NA,NA,14,NA,0.219265472183367
"Clementina","Santópolis do Aguapeí","3511904","3548401","base",2,3,NA,NA,42,NA,0.243559739313449
"Pompéia","Queiroz","3540002","3541802","base",1,5,NA,NA,NA,NA,0.33530507567582
"Herculândia","Queiroz","3519006","3541802","base",1,3,NA,NA,NA,NA,0.260425112870461
"Getulina","Queiroz","3517000","3541802","base",2,1,NA,NA,27,NA,0.161266284267467
"Botucatu","Itatinga","3507506","3523503","base",2,3,NA,NA,304,NA,0.327082612697149
"Pardinho","Itatinga","3536109","3523503","base",2,4,NA,NA,56,NA,0.276180617597681
"Angatuba","Itatinga","3502200","3523503","base",1,1,NA,NA,NA,NA,0.132416970958724
"Borborema","Novo Horizonte","3507407","3533502","base",3,15,4167,NA,98,NA,0.326561788534547
"Pongaí","Novo Horizonte","3540101","3533502","base",2,2,NA,NA,35,NA,0.209420562150323
"Itajobi","Novo Horizonte","3521903","3533502","base",2,11,NA,NA,68,NA,0.36516522566822
"Martinópolis","Taciba","3529203","3552908","base",1,1,NA,NA,NA,NA,0.132416970958724
"Anhumas","Taciba","3502408","3552908","base",1,3,NA,NA,NA,NA,0.260425112870461
"Regente Feijó","Taciba","3542404","3552908","base",2,3,NA,NA,101,NA,0.280384989804538
"Nantes","Taciba","3532157","3552908","base",2,2,NA,NA,12,NA,0.165995850918593
"São Paulo","Itapecerica da Serra","3550308","3522208","base",2,4,NA,90922.9118761046,NA,NA,0.364526262808377
"São Lourenço da Serra","Itapecerica da Serra","3549953","3522208","base",2,3,NA,1517.310595626,NA,NA,0.243721787927685
"Embu das Artes","Itapecerica da Serra","3515004","3522208","base",2,7,NA,13777.1098778076,NA,NA,0.36172535226741
"Pirapozinho","Narandiba","3539202","3532207","base",2,8,NA,NA,90,NA,0.350399956161412
"Anhumas","Narandiba","3502408","3532207","base",1,3,NA,NA,NA,NA,0.260425112870461
"Taciba","Narandiba","3552908","3532207","base",1,1,NA,NA,NA,NA,0.132416970958724
"Cândido Mota","Palmital","3510005","3535309","base",2,5,NA,NA,144,NA,0.332821606739405
"Holambra","Cosmópolis","3519055","3512803","base",2,1,NA,NA,42,NA,0.17955566835758
"Limeira","Cosmópolis","3526902","3512803","base",2,5,NA,NA,93,NA,0.314342788961692
"Artur Nogueira","Cosmópolis","3503802","3512803","base",2,3,NA,NA,292,NA,0.325371358214181
"Paulínia","Cosmópolis","3536505","3512803","base",2,3,NA,NA,628,NA,0.357941232955816
"Itapuí","Jaú","3522901","3525300","base",2,6,NA,NA,103,NA,0.332886843430444
"Dois Córregos","Jaú","3514106","3525300","base",2,4,NA,NA,155,NA,0.319103757942343
"Mineiros do Tietê","Jaú","3529807","3525300","base",2,2,NA,NA,141,NA,0.267926220385913
"Bocaina","Jaú","3506805","3525300","base",2,4,NA,NA,167,NA,0.322263205613656
"Bariri","Jaú","3505203","3525300","base",2,2,NA,NA,125,NA,0.262829647954355
"Barra Bonita","Jaú","3505302","3525300","base",2,4,NA,NA,269,NA,0.342490788628054
"Nhandeara","Floreal","3532603","3515905","base",2,8,NA,NA,70,NA,0.339819305664222
"Gastão Vidigal","Floreal","3516804","3515905","base",1,4,NA,NA,NA,NA,0.301634530126178
"Magda","Floreal","3528304","3515905","base",2,5,NA,NA,84,NA,0.310052050139453
"Iaras","Avaré","3519253","3504503","base",2,1,NA,NA,66,NA,0.198463099195729
"Arandu","Avaré","3503109","3504503","base",2,6,NA,NA,102,NA,0.332474926857322
"Botucatu","Avaré","3507506","3504503","base",2,3,NA,NA,100,NA,0.279964956518653
"Cerqueira César","Avaré","3511409","3504503","base",2,6,NA,NA,138,NA,0.345253963182744
"Itatinga","Avaré","3523503","3504503","base",2,6,NA,NA,201,NA,0.361189925316837
"São Sebastião da Grama","Vargem Grande do Sul","3550803","3556404","base",2,3,NA,NA,104,NA,0.28162081643978
"Casa Branca","Vargem Grande do Sul","3510807","3556404","base",2,4,NA,NA,102,NA,0.301405633767236
"Águas da Prata","Vargem Grande do Sul","3500402","3556404","base",2,3,NA,NA,84,NA,0.272612068736773
"São João da Boa Vista","Vargem Grande do Sul","3549102","3556404","base",2,3,NA,NA,225,NA,0.314302219258494
"Itobi","Vargem Grande do Sul","3523800","3556404","base",2,1,NA,NA,19,NA,0.146921452077894
"Santa Cruz do Rio Pardo","Bernardino de Campos","3546405","3506300","base",2,6,NA,NA,28,NA,0.278440406359972
"Ipaussu","Bernardino de Campos","3520905","3506300","base",2,3,NA,NA,57,NA,0.256317371722266
"Piraju","Bernardino de Campos","3538808","3506300","base",2,5,NA,NA,58,NA,0.294486140677754
"Óleo","Bernardino de Campos","3533809","3506300","base",2,3,NA,NA,28,NA,0.226766404642028
"Jundiaí","Itupeva","3525904","3524006","base",1,7,NA,NA,NA,NA,0.388433254782198
"Louveira","Itupeva","3527306","3524006","base",1,2,NA,NA,NA,NA,0.207296933764083
"Vinhedo","Itupeva","3556701","3524006","base",1,6,NA,NA,NA,NA,0.363773116306351
"Cabreúva","Itupeva","3508405","3524006","base",1,3,NA,NA,NA,NA,0.260425112870461
"Altair","Onda Verde","3500907","3534005","base",1,1,NA,NA,NA,NA,0.132416970958724
"Guapiaçu","Onda Verde","3517505","3534005","base",1,1,NA,NA,NA,NA,0.132416970958724
"Nova Granada","Onda Verde","3533007","3534005","base",2,5,NA,NA,212,NA,0.349216498943767
"São José do Rio Preto","Onda Verde","3549805","3534005","base",2,4,NA,NA,236,NA,0.336933068859094
"Ipiguá","Onda Verde","3521150","3534005","base",1,1,NA,NA,NA,NA,0.132416970958724
"Barrinha","Dumont","3505609","3514601","base",2,5,NA,NA,26,NA,0.261159873627938
"Ribeirão Preto","Dumont","3543402","3514601","base",2,5,NA,NA,159,NA,0.337018405677158
"Sertãozinho","Dumont","3551702","3514601","base",2,3,NA,NA,26,NA,0.223719892225259
"Potirendaba","Ibirá","3540804","3519402","base",2,3,NA,NA,12,NA,0.192559940471782
"Cedral","Ibirá","3511300","3519402","base",1,2,NA,NA,NA,NA,0.207296933764083
"Urupês","Ibirá","3556008","3519402","base",2,5,NA,NA,100,NA,0.317404937921333
"Uchoa","Ibirá","3555604","3519402","base",2,8,NA,NA,39,NA,0.31535645291936
"Elisiário","Ibirá","3514924","3519402","base",2,2,NA,NA,69,NA,0.237770519284605
"Ribeirão Pires","Mauá","3543303","3529401","base",2,6,NA,23663.9738500815,NA,NA,0.362639155894048
"São Paulo","Mauá","3550308","3529401","base",2,3,NA,82171.1206026405,NA,NA,0.341443582616977
"Santo André","Mauá","3547809","3529401","base",2,1,NA,154025.286938803,NA,NA,0.292823113957359
"Jardinópolis","Sales Oliveira","3525102","3544905","base",1,8,NA,NA,NA,NA,0.410185038481178
"Orlândia","Sales Oliveira","3534302","3544905","base",2,7,NA,NA,132,NA,0.355702858127738
"Morro Agudo","Sales Oliveira","3531902","3544905","base",2,1,NA,NA,21,NA,0.150984814181645
"Amparo","Serra Negra","3501905","3551603","base",3,4,7165,NA,329,NA,0.307652423372893
"Lindóia","Serra Negra","3527009","3551603","base",3,6,4442,NA,262,NA,0.305619758623073
"Monte Alegre do Sul","Serra Negra","3531209","3551603","base",2,1,NA,NA,8,NA,0.112878646587166
"Ubirajara","Alvinlândia","3555505","3501509","base",2,3,NA,NA,23,NA,0.218698444101527
"Garça","Alvinlândia","3516705","3501509","base",2,2,NA,NA,28,NA,0.200202315088838
"Lupércio","Alvinlândia","3527801","3501509","base",2,4,NA,NA,56,NA,0.276180617597681
"Gália","Alvinlândia","3516606","3501509","base",1,2,NA,NA,NA,NA,0.207296933764083
"São Pedro do Turvo","Alvinlândia","3550506","3501509","base",1,1,NA,NA,NA,NA,0.132416970958724
"Itaporanga","Barão de Antonina","3522802","3505005","base",2,2,NA,NA,52,NA,0.225909867416421
"Coronel Macedo","Itaí","3512605","3521804","base",2,1,NA,NA,98,NA,0.215108196465854
"Taquarituba","Itaí","3553807","3521804","base",2,4,NA,NA,156,NA,0.319376174419769
"Piraju","Itaí","3538808","3521804","base",3,2,4117,NA,12,NA,0.165400664982325
"Paranapanema","Itaí","3535804","3521804","base",2,6,NA,NA,26,NA,0.275393893943203
"Itapeva","Itaí","3522406","3521804","base",1,6,NA,NA,NA,NA,0.363773116306351
"Itaberá","Itaí","3521705","3521804","base",1,1,NA,NA,NA,NA,0.132416970958724
"Avaré","Itaí","3504503","3521804","base",2,2,NA,NA,82,NA,0.245032858996355
"Sumaré","Monte Mor","3552403","3531803","base",1,4,NA,NA,NA,NA,0.301634530126178
"Santa Bárbara d'Oeste","Monte Mor","3545803","3531803","base",1,1,NA,NA,NA,NA,0.132416970958724
"Elias Fausto","Monte Mor","3514908","3531803","base",2,6,NA,NA,128,NA,0.342070915713617
"Capivari","Monte Mor","3510401","3531803","base",2,2,NA,NA,266,NA,0.294845638746512
"Cotia","Vargem Grande Paulista","3513009","3556453","base",2,5,NA,20675.4495483094,NA,NA,0.345099750565599
"São Roque","Vargem Grande Paulista","3550605","3556453","base",2,3,NA,NA,191,NA,0.307351345342244
"Mongaguá","Praia Grande","3531100","3541000","base",1,3,NA,NA,NA,NA,0.260425112870461
"Santos","Bertioga","3548500","3506359","base",3,3,14353,NA,42,NA,0.259676375371781
"Mogi das Cruzes","Bertioga","3530607","3506359","base",3,1,11355,NA,315,NA,0.265709303318275
"São Sebastião","Bertioga","3550704","3506359","base",3,3,40920,NA,119,NA,0.324558506707323
"Biritiba Mirim","Bertioga","3506607","3506359","base",1,2,NA,NA,NA,NA,0.207296933764083
"Salto","Indaiatuba","3545209","3520509","base",2,4,NA,NA,372,NA,0.356267928892241
"Elias Fausto","Indaiatuba","3514908","3520509","base",2,2,NA,NA,298,NA,0.299671481367455
"Itupeva","Indaiatuba","3524006","3520509","base",2,4,NA,NA,157,NA,0.319646861257109
"Monte Mor","Indaiatuba","3531803","3520509","base",2,2,NA,NA,54,NA,0.227489049198784
"Casa Branca","Mococa","3510807","3530508","base",2,2,NA,NA,91,NA,0.249421843234737
"Cássia dos Coqueiros","Mococa","3510906","3530508","base",1,1,NA,NA,NA,NA,0.132416970958724
"Tapiratiba","Mococa","3553609","3530508","base",1,6,NA,NA,NA,NA,0.363773116306351
"Tambaú","Mococa","3553302","3530508","base",1,1,NA,NA,NA,NA,0.132416970958724
"São José do Rio Pardo","Mococa","3549706","3530508","base",2,7,NA,NA,63,NA,0.324518241615888
"Botucatu","Pratânia","3507506","3541059","base",1,7,NA,NA,NA,NA,0.388433254782198
"São Manuel","Pratânia","3550100","3541059","base",2,5,NA,NA,147,NA,0.333694668655484
"Lençóis Paulista","Pratânia","3526803","3541059","base",1,1,NA,NA,NA,NA,0.132416970958724
"Dois Córregos","Torrinha","3514106","3554706","base",1,2,NA,NA,NA,NA,0.207296933764083
"Brotas","Torrinha","3507902","3554706","base",2,4,NA,NA,35,NA,0.256589360331371
"Santa Maria da Serra","Torrinha","3547007","3554706","base",2,2,NA,NA,28,NA,0.200202315088838
"Igarapava","Rifaina","3520103","3543600","base",1,1,NA,NA,NA,NA,0.132416970958724
"Pedregulho","Rifaina","3537008","3543600","base",2,5,NA,NA,42,NA,0.280999720716128
"Pinhalzinho","Bragança Paulista","3538204","3507605","base",3,3,25187,NA,206,NA,0.323512070743372
"Itatiba","Bragança Paulista","3523404","3507605","base",3,6,20123,NA,110,NA,0.332597541710018
"Atibaia","Bragança Paulista","3504107","3507605","base",2,5,NA,NA,581,NA,0.392070298475646
"Pedra Bela","Bragança Paulista","3536802","3507605","base",2,1,NA,NA,102,NA,0.216796854183509
"Piracaia","Bragança Paulista","3538600","3507605","base",2,2,NA,NA,42,NA,0.216995649760259
"Tuiuti","Bragança Paulista","3554953","3507605","base",2,5,NA,NA,266,NA,0.35884970970238
"Vargem","Bragança Paulista","3556354","3507605","base",2,8,NA,NA,311,NA,0.402929979200082
"São Luiz do Paraitinga","Redenção da Serra","3550001","3542305","base",1,5,NA,NA,NA,NA,0.33530507567582
"Caçapava","Redenção da Serra","3508504","3542305","base",1,1,NA,NA,NA,NA,0.132416970958724
"Taubaté","Redenção da Serra","3554102","3542305","base",2,7,NA,NA,119,NA,0.351317735752094
"Paraibuna","Redenção da Serra","3535606","3542305","base",1,1,NA,NA,NA,NA,0.132416970958724
"Piedade","Pilar do Sul","3537800","3537909","base",2,2,NA,NA,68,NA,0.237157083756483
"Sarapuí","Pilar do Sul","3551108","3537909","base",2,3,NA,NA,6,NA,0.166168421062857
"Tapiraí","Pilar do Sul","3553500","3537909","base",1,1,NA,NA,NA,NA,0.132416970958724
"Salto de Pirapora","Pilar do Sul","3545308","3537909","base",2,5,NA,NA,91,NA,0.313425914190605
"Paulicéia","Santa Mercedes","3536406","3547106","base",2,6,NA,NA,116,NA,0.337908291554175
"São João do Pau d'Alho","Santa Mercedes","3549300","3547106","base",1,2,NA,NA,NA,NA,0.207296933764083
"Nova Guataporanga","Santa Mercedes","3533106","3547106","base",1,1,NA,NA,NA,NA,0.132416970958724
"Ouro Verde","Santa Mercedes","3534807","3547106","base",1,1,NA,NA,NA,NA,0.132416970958724
"Tupi Paulista","Santa Mercedes","3555109","3547106","base",2,3,NA,NA,116,NA,0.28623428983623
"São Bernardo do Campo","São Vicente","3548708","3551009","base",2,3,NA,NA,358,NA,0.334032249600425
"Cubatão","São Vicente","3513504","3551009","base",1,5,NA,NA,NA,NA,0.33530507567582
"Praia Grande","São Vicente","3541000","3551009","base",1,5,NA,NA,NA,NA,0.33530507567582
"Cafelândia","Guarantã","3508801","3518107","base",2,10,NA,NA,84,NA,0.366021633611273
"Júlio Mesquita","Guarantã","3525805","3518107","base",2,2,NA,NA,61,NA,0.23259653778292
"Álvaro de Carvalho","Guarantã","3501400","3518107","base",1,1,NA,NA,NA,NA,0.132416970958724
"Nhandeara","Macaubal","3532603","3528106","base",1,7,NA,NA,NA,NA,0.388433254782198
"Monte Aprazível","Macaubal","3531407","3528106","base",2,3,NA,NA,56,NA,0.255575908969823
"Planalto","Macaubal","3539608","3528106","base",1,2,NA,NA,NA,NA,0.207296933764083
"Riolândia","Paulo de Faria","3544202","3536604","base",2,5,NA,NA,59,NA,0.295202679118666
"Orindiúva","Paulo de Faria","3534203","3536604","base",2,5,NA,NA,66,NA,0.299907151554276
"Martinópolis","Caiabu","3529203","3508900","base",2,5,NA,NA,50,NA,0.288274004126978
"Presidente Prudente","Caiabu","3541406","3508900","base",2,3,NA,NA,50,NA,0.250834022724299
"Indiana","Caiabu","3520608","3508900","base",2,1,NA,NA,23,NA,0.154694373145659
"Mariápolis","Caiabu","3528908","3508900","base",2,2,NA,NA,26,NA,0.197155802672069
"Cândido Mota","Platina","3510005","3539707","base",1,1,NA,NA,NA,NA,0.132416970958724
"Campos Novos Paulista","Platina","3509809","3539707","base",1,4,NA,NA,NA,NA,0.301634530126178
"Echaporã","Platina","3514700","3539707","base",1,3,NA,NA,NA,NA,0.260425112870461
"Assis","Platina","3504008","3539707","base",2,7,NA,NA,36,NA,0.301156824048196
"Palmital","Platina","3535309","3539707","base",1,4,NA,NA,NA,NA,0.301634530126178
"Ribeirão Bonito","Trabiju","3542909","3554755","base",1,1,NA,NA,NA,NA,0.132416970958724
"Boa Esperança do Sul","Trabiju","3506706","3554755","base",1,5,NA,NA,NA,NA,0.33530507567582
"Monte Aprazível","Tanabi","3531407","3553401","base",2,5,NA,NA,40,NA,0.278969192500403
"Bálsamo","Tanabi","3504800","3553401","base",2,4,NA,NA,294,NA,0.346266088597631
"Mirassolândia","Tanabi","3530409","3553401","base",1,1,NA,NA,NA,NA,0.132416970958724
"Pinhalzinho","Socorro","3538204","3552106","base",3,4,10943,NA,206,NA,0.308832195386293
"Monte Alegre do Sul","Socorro","3531209","3552106","base",2,1,NA,NA,2,NA,0.0660414719049419
"Águas de Lindóia","Socorro","3500501","3552106","base",2,2,NA,NA,149,NA,0.270262861777257
"Serra Negra","Socorro","3551603","3552106","base",2,3,NA,NA,42,NA,0.243559739313449
"Maracaí","Cruzália","3528809","3513306","base",2,5,NA,NA,28,NA,0.264206386044707
"Bebedouro","Colina","3506102","3512001","base",2,4,NA,NA,76,NA,0.289002679569404
"Severínia","Colina","3551900","3512001","base",1,3,NA,NA,NA,NA,0.260425112870461
"Barretos","Colina","3505500","3512001","base",2,8,NA,NA,181,NA,0.379950923241651
"Jaborandi","Colina","3524204","3512001","base",2,7,NA,NA,54,NA,0.318057209707842
"Santo Antônio do Aracanguá","Araçatuba","3548054","3502804","base",2,2,NA,NA,46,NA,0.220787750925585
"Birigui","Araçatuba","3506508","3502804","base",2,5,NA,NA,557,NA,0.390274958103236
"São Paulo","Embu-Guaçu","3550308","3515103","base",2,1,NA,31308.9945601052,NA,NA,0.253815223446289
"São Lourenço da Serra","Embu-Guaçu","3549953","3515103","base",2,3,NA,130.765157491,NA,NA,0.183874254648903
"Itapecerica da Serra","Embu-Guaçu","3522208","3515103","base",2,4,NA,2538.3465275753,NA,NA,0.276918931462951
"Jardinópolis","Batatais","3525102","3505906","base",1,2,NA,NA,NA,NA,0.207296933764083
"Franca","Batatais","3516200","3505906","base",2,2,NA,NA,98,NA,0.252548177868534
"Altinópolis","Batatais","3501004","3505906","base",2,5,NA,NA,183,NA,0.342976881270844
"Restinga","Batatais","3542701","3505906","base",1,3,NA,NA,NA,NA,0.260425112870461
"Brodowski","Batatais","3507803","3505906","base",2,4,NA,NA,95,NA,0.298405086889863
"Sales Oliveira","Batatais","3544905","3505906","base",1,3,NA,NA,NA,NA,0.260425112870461
"Ourinhos","Salto Grande","3534708","3545407","base",2,7,NA,NA,228,NA,0.378868492211792
"Ribeirão do Sul","Salto Grande","3543204","3545407","base",2,7,NA,NA,102,NA,0.344804996095246
"São Pedro do Turvo","Salto Grande","3550506","3545407","base",1,2,NA,NA,NA,NA,0.207296933764083
"Altinópolis","Cajuru","3501004","3509403","base",2,4,NA,NA,9,NA,0.201979264581382
"São Simão","Cajuru","3550902","3509403","base",2,2,NA,NA,28,NA,0.200202315088838
"Santa Cruz da Esperança","Cajuru","3546256","3509403","base",2,5,NA,NA,170,NA,0.339853065054726
"Cássia dos Coqueiros","Cajuru","3510906","3509403","base",1,3,NA,NA,NA,NA,0.260425112870461
"Santa Rosa de Viterbo","Cajuru","3547601","3509403","base",2,1,NA,NA,56,NA,0.191571838013954
"Santo Antônio da Alegria","Cajuru","3547908","3509403","base",1,2,NA,NA,NA,NA,0.207296933764083
"Mococa","Cajuru","3530508","3509403","base",2,2,NA,NA,85,NA,0.246546616840498
"Jacareí","Jambeiro","3524402","3524907","base",1,1,NA,NA,NA,NA,0.132416970958724
"São José dos Campos","Jambeiro","3549904","3524907","base",2,4,NA,NA,106,NA,0.303029945794102
"Paraibuna","Jambeiro","3535606","3524907","base",1,2,NA,NA,NA,NA,0.207296933764083
"Redenção da Serra","Jambeiro","3542305","3524907","base",1,2,NA,NA,NA,NA,0.207296933764083
"Irapuru","Pacaembu","3521606","3534906","base",2,7,NA,NA,132,NA,0.355702858127738
"Mirandópolis","Pacaembu","3530102","3534906","base",1,1,NA,NA,NA,NA,0.132416970958724
"Flórida Paulista","Pacaembu","3516002","3534906","base",2,6,NA,NA,128,NA,0.342070915713617
"Flora Rica","Pacaembu","3515806","3534906","base",1,1,NA,NA,NA,NA,0.132416970958724
"Jundiaí","Franco da Rocha","3525904","3516408","base",3,2,20840,NA,468,NA,0.322590458845937
"Cajamar","Franco da Rocha","3509205","3516408","base",2,5,NA,9774.9313973123,NA,NA,0.326759319104403
"Mairiporã","Franco da Rocha","3528502","3516408","base",3,8,17999,975.8666741416,NA,NA,0.310221935240102
"Atibaia","Franco da Rocha","3504107","3516408","base",1,1,NA,NA,NA,NA,0.132416970958724
"Caieiras","Franco da Rocha","3509007","3516408","base",2,7,NA,12826.7111047908,NA,NA,0.359975384584271
"Campo Limpo Paulista","Franco da Rocha","3509601","3516408","base",2,2,NA,NA,88,NA,0.248008464064288
"Francisco Morato","Franco da Rocha","3516309","3516408","base",2,6,NA,20866.188370101,NA,NA,0.359558600551201
"Buri","Campina do Monte Alegre","3508009","3509452","base",2,3,NA,NA,28,NA,0.226766404642028
